,location,size,total_sqft,bath,price,bhk,price_per_sqft
428,Anandapura,2,1200.0,2.0,50.0,2,4166.666666666667
429,Anandapura,2,1141.0,2.0,50.0,2,4382.120946538124
431,Ananth Nagar,1,500.0,1.0,14.0,1,2800.0
432,Ananth Nagar,2,1100.0,2.0,31.5,2,2863.6363636363635
433,Ananth Nagar,2,982.0,2.0,24.55,2,2500.0
434,Ananth Nagar,1,500.0,2.0,14.0,1,2800.0
435,Ananth Nagar,2,900.0,2.0,22.5,2,2500.0
436,Ananth Nagar,2,908.0,2.0,26.0,2,2863.4361233480176
437,Ananth Nagar,2,870.0,2.0,36.0,2,4137.931034482759
438,Ananth Nagar,2,937.0,2.0,35.0,2,3735.325506937033
439,Ananth Nagar,2,960.0,2.0,37.0,2,3854.1666666666665
440,Ananth Nagar,1,500.0,1.0,14.0,1,2800.0
441,Ananth Nagar,2,1000.0,2.0,29.7,2,2970.0
442,Ananth Nagar,2,850.0,2.0,25.99,2,3057.6470588235293
443,Ananth Nagar,2,902.0,2.0,25.26,2,2800.4434589800444
444,Ananth Nagar,3,1470.0,3.0,54.0,3,3673.469387755102
445,Ananth Nagar,2,810.0,2.0,25.5,2,3148.1481481481483
446,Ananth Nagar,2,890.0,2.0,27.0,2,3033.7078651685392
447,Ananth Nagar,2,1200.0,2.0,36.0,2,3000.0
449,Ananth Nagar,3,1319.0,3.0,42.0,3,3184.230477634572
450,Ananth Nagar,2,1000.0,2.0,25.0,2,2500.0
451,Ananth Nagar,2,902.0,2.0,25.0,2,2771.6186252771618
452,Ananth Nagar,2,930.0,2.0,25.99,2,2794.6236559139784
453,Ananth Nagar,2,1074.0,2.0,26.85,2,2500.0
454,Ananth Nagar,1,500.0,1.0,14.0,1,2800.0
455,Ananth Nagar,2,1010.0,2.0,38.0,2,3762.3762376237623
456,Ananth Nagar,2,992.0,2.0,24.8,2,2500.0
458,Anekal,2,656.0,2.0,22.0,2,3353.6585365853657
459,Anekal,2,620.0,2.0,22.0,2,3548.3870967741937
460,Anekal,1,600.0,1.0,16.5,1,2750.0
461,Anekal,2,925.0,2.0,40.0,2,4324.324324324324
462,Anekal,1,530.0,1.0,18.0,1,3396.2264150943397
463,Anekal,3,1800.0,3.0,68.0,3,3777.777777777778
465,Anekal,1,351.0,1.0,16.0,1,4558.404558404558
466,Anekal,2,1035.0,2.0,38.3,2,3700.483091787439
467,Anekal,2,888.0,2.0,34.0,2,3828.828828828829
471,Anekal,4,1200.0,2.0,36.0,4,3000.0
472,Anekal,2,766.0,2.0,28.0,2,3655.3524804177546
473,Anekal,3,967.0,2.0,45.0,3,4653.567735263702
474,Anekal,2,620.0,1.0,23.5,2,3790.3225806451615
475,Anekal,3,1150.0,3.0,45.0,3,3913.0434782608695
478,Anekal,1,400.0,1.0,11.5,1,2875.0
479,Anekal,1,456.0,1.0,15.0,1,3289.4736842105262
482,Anekal,3,2400.0,4.0,95.0,3,3958.3333333333335
486,Anekal,1,420.0,1.0,12.5,1,2976.190476190476
487,Anekal,2,614.0,1.0,28.0,2,4560.260586319218
488,Anekal,2,1140.0,2.0,52.0,2,4561.403508771929
489,Anekal,2,625.0,1.0,25.0,2,4000.0
490,Anjanapura,4,1850.0,4.0,86.0,4,4648.648648648648
491,Anjanapura,2,1070.0,2.0,39.0,2,3644.8598130841124
492,Anjanapura,3,1500.0,3.0,121.0,3,8066.666666666667
493,Anjanapura,2,1070.0,2.0,37.0,2,3457.9439252336447
494,Anjanapura,2,950.0,2.0,40.0,2,4210.526315789473
495,Anjanapura,3,1280.0,2.0,45.0,3,3515.625
496,Anjanapura,2,710.0,2.0,25.0,2,3521.1267605633802
498,Anjanapura,2,950.0,2.0,32.0,2,3368.4210526315787
499,Anjanapura,4,1800.0,4.0,55.0,4,3055.5555555555557
500,Anjanapura,3,1843.0,3.0,87.54,3,4749.864351600651
501,Anjanapura,2,1076.0,2.0,30.13,2,2800.185873605948
502,Anjanapura,2,950.0,2.0,30.0,2,3157.8947368421054
503,Ardendale,3,1750.0,3.0,100.0,3,5714.285714285715
504,Ardendale,4,3198.0,4.0,200.0,4,6253.908692933083
505,Ardendale,4,2422.0,4.0,160.0,4,6606.110652353427
506,Ardendale,3,1750.0,3.0,100.0,3,5714.285714285715
507,Ardendale,4,3200.0,4.0,205.0,4,6406.25
508,Ardendale,3,1728.0,3.0,95.0,3,5497.685185185185
509,Ardendale,4,2062.0,3.0,140.0,4,6789.524733268671
510,Ardendale,3,1732.46,3.0,92.0,3,5310.367916142364
511,Ardendale,4,2062.0,3.0,150.0,4,7274.4907856450045
513,Ardendale,2,1224.0,2.0,70.0,2,5718.954248366013
514,Ardendale,3,1777.26,3.0,105.0,3,5907.970696465346
515,Ardendale,3,1650.0,3.0,82.0,3,4969.69696969697
516,Ardendale,4,2062.0,3.0,140.0,4,6789.524733268671
517,Ardendale,3,1650.0,3.0,82.0,3,4969.69696969697
518,Ardendale,2,1224.0,2.0,67.0,2,5473.856209150327
519,Ardendale,3,1723.0,3.0,95.0,3,5513.6390017411495
520,Ardendale,3,1777.26,3.0,89.0,3,5007.7084950991975
521,Ardendale,3,1777.26,3.0,92.0,3,5176.507657855351
522,Arekere,3,2060.0,3.0,140.0,3,6796.116504854369
523,Arekere,2,920.0,2.0,40.0,2,4347.826086956522
524,Arekere,3,1740.0,2.0,95.0,3,5459.770114942528
525,Arekere,2,1190.0,2.0,55.0,2,4621.848739495798
526,Arekere,1,600.0,1.0,28.0,1,4666.666666666667
527,Arekere,3,2072.0,3.0,108.0,3,5212.355212355213
528,Arekere,2,1100.0,2.0,55.0,2,5000.0
529,Arekere,2,900.0,2.0,50.0,2,5555.555555555556
530,Arekere,4,2710.0,6.0,142.0,4,5239.852398523985
531,Arekere,2,1240.0,2.0,60.0,2,4838.709677419355
532,Arekere,2,900.0,2.0,44.5,2,4944.444444444444
533,Attibele,1,450.0,1.0,11.0,1,2444.4444444444443
534,Attibele,4,1600.0,4.0,52.8,4,3300.0
535,Attibele,2,656.0,2.0,25.0,2,3810.9756097560976
536,Attibele,1,400.0,1.0,11.0,1,2750.0
537,Attibele,1,400.0,1.0,12.0,1,3000.0
538,Attibele,1,400.0,1.0,14.0,1,3500.0
539,Attibele,1,500.0,1.0,17.0,1,3400.0
540,Attibele,4,2168.0,4.0,95.0,4,4381.918819188192
541,Attibele,1,395.0,1.0,10.25,1,2594.9367088607596
542,Attibele,1,420.0,1.0,17.0,1,4047.6190476190477
544,Attibele,1,418.0,1.0,12.0,1,2870.813397129187
545,Attibele,2,1200.0,2.0,42.0,2,3500.0
546,Attibele,1,400.0,1.0,10.0,1,2500.0
547,Attibele,2,695.0,1.0,25.0,2,3597.122302158273
548,Attibele,2,850.0,1.0,25.0,2,2941.176470588235
549,Attibele,3,2400.0,3.0,120.0,3,5000.0
550,Attibele,1,450.0,1.0,12.5,1,2777.777777777778
554,Attibele,1,782.0,1.0,19.55,1,2500.0
556,Attibele,2,656.0,2.0,25.0,2,3810.9756097560976
557,Attibele,1,400.0,1.0,11.5,1,2875.0
558,Attibele,1,460.0,1.0,13.0,1,2826.086956521739
559,Attibele,1,418.0,2.0,11.5,1,2751.196172248804
560,Attibele,2,1000.0,2.0,42.0,2,4200.0
561,Attibele,1,550.0,1.0,11.5,1,2090.909090909091
563,Attibele,1,410.0,1.0,10.0,1,2439.0243902439024
564,Attibele,3,1700.0,3.0,65.0,3,3823.529411764706
565,Attibele,1,400.0,1.0,10.25,1,2562.5
566,Attibele,2,656.0,2.0,25.0,2,3810.9756097560976
567,Attibele,3,1500.0,3.0,90.0,3,6000.0
568,Attibele,1,520.0,1.0,15.0,1,2884.6153846153848
569,BEML Layout,2,1060.0,2.0,55.0,2,5188.679245283019
571,BEML Layout,2,999.0,2.0,45.0,2,4504.504504504504
572,BEML Layout,5,2400.0,4.0,225.0,5,9375.0
574,BEML Layout,2,1194.0,2.0,65.0,2,5443.886097152429
575,BEML Layout,2,1200.0,2.0,67.0,2,5583.333333333333
576,BEML Layout,2,2400.0,2.0,228.0,2,9500.0
579,BEML Layout,2,1194.0,2.0,65.0,2,5443.886097152429
580,BTM 2nd Stage,3,1260.0,5.0,185.0,3,14682.539682539682
581,BTM 2nd Stage,2,950.0,2.0,52.0,2,5473.684210526316
582,BTM 2nd Stage,3,1850.0,3.0,170.0,3,9189.18918918919
583,BTM 2nd Stage,2,1200.0,2.0,80.0,2,6666.666666666667
584,BTM 2nd Stage,2,1274.0,2.0,70.0,2,5494.505494505494
586,BTM 2nd Stage,2,1070.0,2.0,48.0,2,4485.981308411215
587,BTM 2nd Stage,2,1280.0,2.0,80.0,2,6250.0
588,BTM 2nd Stage,2,1100.0,2.0,70.0,2,6363.636363636364
589,BTM 2nd Stage,2,1000.0,2.0,58.0,2,5800.0
590,BTM 2nd Stage,5,2990.0,5.0,416.0,5,13913.04347826087
591,BTM 2nd Stage,2,1265.0,2.0,55.0,2,4347.826086956522
592,BTM 2nd Stage,3,2200.0,3.0,220.0,3,10000.0
593,BTM 2nd Stage,3,2780.0,4.0,325.0,3,11690.647482014389
594,BTM 2nd Stage,3,2400.0,2.0,360.0,3,15000.0
595,BTM 2nd Stage,2,965.0,2.0,56.0,2,5803.108808290155
596,BTM 2nd Stage,2,1147.0,2.0,75.0,2,6538.7968613775065
597,BTM 2nd Stage,3,1750.0,3.0,172.0,3,9828.57142857143
598,BTM 2nd Stage,2,1400.0,2.0,90.0,2,6428.571428571428
599,BTM 2nd Stage,2,1200.0,2.0,70.0,2,5833.333333333333
600,BTM 2nd Stage,2,1100.0,2.0,47.0,2,4272.727272727273
601,BTM 2nd Stage,2,930.0,2.0,46.0,2,4946.236559139785
603,BTM 2nd Stage,3,2500.0,3.0,345.0,3,13800.0
604,BTM Layout,2,1150.0,2.0,63.0,2,5478.260869565217
605,BTM Layout,6,3300.0,6.0,165.0,6,5000.0
606,BTM Layout,3,1450.0,2.0,81.0,3,5586.206896551724
607,BTM Layout,3,1776.0,2.0,75.0,3,4222.972972972973
608,BTM Layout,3,1458.0,3.0,79.0,3,5418.38134430727
609,BTM Layout,2,935.0,2.0,51.5,2,5508.0213903743315
610,BTM Layout,2,1020.0,2.0,46.5,2,4558.823529411765
611,BTM Layout,3,1600.0,3.0,112.0,3,7000.0
612,BTM Layout,3,1300.0,2.0,75.0,3,5769.2307692307695
613,BTM Layout,3,1540.0,2.0,78.0,3,5064.935064935065
614,BTM Layout,1,450.0,1.0,20.0,1,4444.444444444444
615,BTM Layout,2,1196.0,2.0,56.81,2,4750.0
616,BTM Layout,3,1470.0,2.0,99.0,3,6734.693877551021
619,Babusapalaya,3,1611.0,2.0,66.0,3,4096.83426443203
621,Babusapalaya,3,1675.0,3.0,75.0,3,4477.611940298508
622,Babusapalaya,2,1141.0,2.0,46.0,2,4031.5512708150745
623,Babusapalaya,2,1500.0,2.0,57.0,2,3800.0
625,Babusapalaya,2,1050.0,2.0,45.0,2,4285.714285714285
626,Babusapalaya,2,1141.0,2.0,45.9,2,4022.787028921998
628,Babusapalaya,3,1230.0,3.0,53.0,3,4308.943089430894
629,Babusapalaya,2,1105.0,2.0,40.0,2,3619.9095022624433
630,Babusapalaya,3,1410.0,2.0,65.0,3,4609.929078014185
631,Babusapalaya,2,1450.0,2.0,55.99,2,3861.3793103448274
632,Babusapalaya,2,1100.0,2.0,38.0,2,3454.5454545454545
634,Babusapalaya,2,1061.0,2.0,33.84,2,3189.4439208294066
635,Babusapalaya,2,1061.0,2.0,38.95,2,3671.065032987748
636,Babusapalaya,2,1061.0,2.0,34.0,2,3204.5240339302545
637,Babusapalaya,2,1245.0,2.0,58.0,2,4658.634538152611
638,Badavala Nagar,3,1494.0,2.0,94.55,3,6328.647925033467
639,Badavala Nagar,2,1274.0,2.0,81.0,2,6357.9277864992155
640,Badavala Nagar,3,1842.0,3.0,115.0,3,6243.213897937025
641,Badavala Nagar,3,1494.0,2.0,94.55,3,6328.647925033467
642,Badavala Nagar,2,1274.0,2.0,81.0,2,6357.9277864992155
643,Badavala Nagar,3,1494.0,2.0,94.55,3,6328.647925033467
644,Badavala Nagar,3,1842.0,3.0,115.0,3,6243.213897937025
645,Badavala Nagar,3,1842.0,3.0,115.0,3,6243.213897937025
646,Badavala Nagar,3,1842.0,3.0,115.0,3,6243.213897937025
647,Balagere,2,1210.0,2.0,80.9,2,6685.950413223141
648,Balagere,2,1210.0,2.0,72.0,2,5950.413223140496
649,Balagere,2,1205.0,2.0,78.5,2,6514.522821576764
650,Balagere,1,790.5,1.0,41.9,1,5300.44275774826
653,Balagere,2,1020.07,2.0,68.38,2,6703.461527150097
654,Balagere,2,1205.47,2.0,81.0,2,6719.370867794304
655,Balagere,2,1007.0,2.0,65.0,2,6454.816285998014
657,Balagere,2,1210.0,2.0,74.0,2,6115.702479338843
658,Balagere,2,1210.0,2.0,83.0,2,6859.504132231405
659,Balagere,1,675.0,1.0,45.0,1,6666.666666666667
660,Balagere,1,656.0,1.0,43.0,1,6554.878048780488
662,Balagere,2,1012.0,2.0,64.0,2,6324.110671936759
663,Balagere,2,1007.0,2.0,62.0,2,6156.901688182721
664,Balagere,2,1007.0,2.0,67.0,2,6653.4260178748755
665,Balagere,2,1007.0,2.0,66.0,2,6554.121151936445
668,Balagere,1,645.0,1.0,34.18,1,5299.224806201551
671,Balagere,1,790.5,1.0,42.295,1,5350.411132194813
672,Balagere,2,1012.0,2.0,65.0,2,6422.924901185771
673,Balagere,1,656.0,1.0,38.77,1,5910.0609756097565
674,Balagere,1,645.0,1.0,39.0,1,6046.511627906977
675,Balagere,1,645.0,1.0,41.0,1,6356.589147286822
676,Balagere,2,1210.0,2.0,82.0,2,6776.859504132231
677,Balagere,1,656.0,1.0,34.77,1,5300.304878048782
678,Balagere,2,1205.0,2.0,73.87,2,6130.290456431535
679,Balagere,2,1012.0,2.0,70.0,2,6916.99604743083
680,Balagere,2,1007.0,2.0,68.0,2,6752.730883813307
682,Balagere,2,1205.0,2.0,79.0,2,6556.016597510374
683,Balagere,2,1012.0,2.0,68.0,2,6719.367588932806
685,Banashankari,2,1077.0,2.0,37.64,2,3494.8932219127205
686,Banashankari,3,1470.0,2.0,88.64,3,6029.931972789115
687,Banashankari,3,1300.0,2.0,75.0,3,5769.2307692307695
688,Banashankari,3,1800.0,3.0,115.0,3,6388.888888888889
689,Banashankari,2,1125.0,2.0,63.0,2,5600.0
691,Banashankari,2,1310.0,2.0,80.0,2,6106.8702290076335
692,Banashankari,3,2600.0,4.0,135.0,3,5192.307692307692
693,Banashankari,3,1900.0,2.0,170.0,3,8947.368421052632
694,Banashankari,2,1260.0,2.0,75.0,2,5952.380952380952
695,Banashankari,2,1170.0,2.0,46.79,2,3999.1452991452993
697,Banashankari,3,1350.0,2.0,83.0,3,6148.148148148148
699,Banashankari,2,1330.0,2.0,78.0,2,5864.661654135339
700,Banashankari,3,1400.0,2.0,78.0,3,5571.428571428572
701,Banashankari,3,1700.0,3.0,125.0,3,7352.941176470588
702,Banashankari,2,1020.0,2.0,40.79,2,3999.0196078431372
703,Banashankari,2,1600.0,2.0,63.98,2,3998.75
704,Banashankari,2,1041.0,2.0,36.44,2,3500.480307396734
705,Banashankari,1,2400.0,1.0,200.0,1,8333.333333333334
706,Banashankari,2,1390.0,2.0,86.0,2,6187.050359712231
707,Banashankari,2,1460.0,2.0,70.0,2,4794.520547945205
708,Banashankari,2,1200.0,2.0,60.0,2,5000.0
709,Banashankari,2,1290.0,2.0,80.0,2,6201.550387596899
710,Banashankari,3,2582.0,5.0,250.0,3,9682.416731216112
711,Banashankari,2,1186.0,2.0,65.0,2,5480.607082630691
712,Banashankari,3,1650.0,3.0,101.0,3,6121.212121212121
714,Banashankari,2,1181.0,2.0,75.0,2,6350.550381033023
715,Banashankari,2,1105.0,2.0,90.0,2,8144.796380090498
716,Banashankari,1,720.0,1.0,60.0,1,8333.333333333334
717,Banashankari,2,1040.0,2.0,45.0,2,4326.923076923077
718,Banashankari,2,1330.0,2.0,77.0,2,5789.473684210527
719,Banashankari,2,1200.0,2.0,49.0,2,4083.3333333333335
720,Banashankari,2,1185.0,2.0,67.0,2,5654.008438818565
721,Banashankari,2,1000.0,2.0,50.0,2,5000.0
722,Banashankari,3,1650.0,3.0,90.75,3,5500.0
723,Banashankari,3,1650.0,3.0,101.0,3,6121.212121212121
724,Banashankari,2,1310.0,2.0,80.43,2,6139.69465648855
725,Banashankari,2,600.0,1.0,27.0,2,4500.0
726,Banashankari,2,1430.0,2.0,87.8,2,6139.8601398601395
727,Banashankari,2,1020.0,2.0,42.83,2,4199.019607843137
729,Banashankari,3,1540.0,3.0,80.0,3,5194.805194805195
730,Banashankari,2,1195.0,2.0,35.84,2,2999.1631799163183
731,Banashankari,3,1683.0,3.0,115.0,3,6833.036244800951
732,Banashankari,3,1800.0,3.0,125.0,3,6944.444444444444
733,Banashankari,2,1175.0,2.0,41.13,2,3500.4255319148942
734,Banashankari,3,1750.0,2.0,89.0,3,5085.714285714285
735,Banashankari,3,1800.0,3.0,175.0,3,9722.222222222223
736,Banashankari,2,1450.0,2.0,50.75,2,3500.0
737,Banashankari,3,1770.0,3.0,108.0,3,6101.6949152542375
738,Banashankari,3,1800.0,3.0,125.0,3,6944.444444444444
741,Banashankari,3,1200.0,3.0,74.52,3,6210.0
742,Banashankari,2,1100.0,2.0,63.0,2,5727.272727272727
743,Banashankari,2,1020.0,2.0,40.79,2,3999.0196078431372
744,Banashankari,2,1260.0,2.0,75.0,2,5952.380952380952
746,Banashankari,3,1426.0,3.0,85.0,3,5960.729312762974
747,Banashankari Stage II,2,1700.0,2.0,150.0,2,8823.529411764706
748,Banashankari Stage II,4,1200.0,2.0,150.0,4,12500.0
749,Banashankari Stage II,3,1500.0,2.0,120.0,3,8000.0
750,Banashankari Stage II,5,2400.0,3.0,510.0,5,21250.0
751,Banashankari Stage II,3,1240.0,2.0,59.52,3,4800.0
752,Banashankari Stage II,2,1250.0,2.0,110.0,2,8800.0
753,Banashankari Stage II,3,1260.0,2.0,95.0,3,7539.68253968254
754,Banashankari Stage II,3,2400.0,2.0,300.0,3,12500.0
755,Banashankari Stage II,2,1400.0,2.0,100.0,2,7142.857142857143
756,Banashankari Stage II,5,2800.0,3.0,425.0,5,15178.57142857143
757,Banashankari Stage II,3,3000.0,3.0,450.0,3,15000.0
758,Banashankari Stage II,3,1200.0,2.0,198.0,3,16500.0
759,Banashankari Stage II,2,1245.0,2.0,125.0,2,10040.160642570281
760,Banashankari Stage III,3,1305.0,2.0,58.7,3,4498.08429118774
761,Banashankari Stage III,2,1145.0,2.0,58.4,2,5100.436681222707
762,Banashankari Stage III,3,1650.0,3.0,118.0,3,7151.515151515152
763,Banashankari Stage III,4,2400.0,4.0,240.0,4,10000.0
764,Banashankari Stage III,3,1350.0,2.0,68.0,3,5037.037037037037
766,Banashankari Stage III,3,1305.0,2.0,59.0,3,4521.072796934866
767,Banashankari Stage III,3,1305.0,2.0,60.0,3,4597.701149425287
768,Banashankari Stage III,2,1200.0,2.0,42.0,2,3500.0
769,Banashankari Stage III,3,1305.0,2.0,59.0,3,4521.072796934866
770,Banashankari Stage III,3,1480.0,3.0,75.48,3,5100.0
771,Banashankari Stage III,3,1305.0,2.0,59.0,3,4521.072796934866
772,Banashankari Stage III,2,1304.0,2.0,111.0,2,8512.269938650306
773,Banashankari Stage III,6,3000.0,6.0,150.0,6,5000.0
774,Banashankari Stage III,2,1085.0,2.0,50.0,2,4608.294930875576
775,Banashankari Stage III,3,1500.0,2.0,100.0,3,6666.666666666667
776,Banashankari Stage III,4,2100.0,3.0,147.0,4,7000.0
777,Banashankari Stage III,3,1420.0,2.0,95.0,3,6690.140845070423
778,Banashankari Stage V,3,1300.0,2.0,58.5,3,4500.0
779,Banashankari Stage V,3,1305.0,2.0,49.0,3,3754.7892720306513
780,Banashankari Stage V,2,1035.0,2.0,35.77,2,3456.038647342996
781,Banashankari Stage V,3,1355.0,2.0,61.0,3,4501.845018450184
782,Banashankari Stage V,3,1510.0,3.0,47.57,3,3150.3311258278145
783,Banashankari Stage V,3,1650.0,3.0,51.98,3,3150.3030303030305
784,Banashankari Stage V,3,1630.0,3.0,51.35,3,3150.306748466258
785,Banashankari Stage V,3,1510.0,3.0,47.57,3,3150.3311258278145
786,Banashankari Stage V,3,1315.0,2.0,49.0,3,3726.235741444867
787,Banashankari Stage V,3,1540.0,3.0,48.51,3,3150.0
788,Banashankari Stage V,2,920.0,2.0,41.5,2,4510.869565217391
789,Banashankari Stage VI,2,1177.5,2.0,59.935,2,5090.0212314225055
790,Banashankari Stage VI,4,4800.0,4.0,190.0,4,3958.3333333333335
791,Banashankari Stage VI,4,2800.0,4.0,89.0,4,3178.5714285714284
792,Banashankari Stage VI,4,2200.0,4.0,195.0,4,8863.636363636364
793,Banashankari Stage VI,2,1160.0,2.0,59.0,2,5086.206896551724
794,Banashankari Stage VI,2,1180.0,2.0,59.47,2,5039.830508474576
795,Banashankari Stage VI,3,1423.0,2.0,71.73,3,5040.758959943781
796,Banashankari Stage VI,3,1392.0,3.0,69.46,3,4989.942528735632
797,Banashankari Stage VI,3,1410.5,2.0,70.385,3,4990.074441687346
798,Banashankari Stage VI,4,4800.0,3.0,200.0,4,4166.666666666667
799,Banaswadi,2,1184.0,2.0,53.0,2,4476.351351351352
800,Banaswadi,2,1145.0,2.0,55.0,2,4803.493449781659
801,Banaswadi,2,1250.0,2.0,60.0,2,4800.0
802,Banaswadi,2,1365.0,2.0,73.0,2,5347.985347985348
803,Banaswadi,5,1903.0,6.0,140.0,5,7356.8050446663165
804,Banaswadi,2,1222.0,2.0,80.0,2,6546.6448445171845
805,Banaswadi,2,870.0,2.0,38.0,2,4367.816091954023
806,Banaswadi,2,1200.0,2.0,60.0,2,5000.0
808,Banaswadi,1,527.0,1.0,35.0,1,6641.366223908918
809,Banaswadi,2,1340.0,2.0,73.0,2,5447.761194029851
810,Banaswadi,2,1008.0,2.0,52.0,2,5158.730158730159
811,Banaswadi,2,1105.0,2.0,57.0,2,5158.371040723982
812,Banjara Layout,2,1200.0,2.0,70.0,2,5833.333333333333
813,Banjara Layout,2,1050.0,2.0,64.8,2,6171.428571428572
814,Banjara Layout,2,753.0,3.0,59.5,2,7901.726427622842
815,Banjara Layout,3,2500.0,4.0,140.0,3,5600.0
816,Bannerghatta,4,3012.0,6.0,250.0,4,8300.132802124834
817,Bannerghatta,3,1665.0,3.0,110.0,3,6606.606606606607
818,Bannerghatta,3,2370.0,4.0,195.0,3,8227.848101265823
819,Bannerghatta,2,1100.0,2.0,66.0,2,6000.0
820,Bannerghatta,4,2895.5,2.0,246.0,4,8495.941978932828
821,Bannerghatta,2,1113.0,2.0,70.0,2,6289.308176100629
822,Bannerghatta,2,1200.0,2.0,73.2,2,6100.0
823,Bannerghatta,2,1070.0,2.0,87.0,2,8130.841121495327
824,Bannerghatta,3,1776.0,3.0,124.0,3,6981.981981981982
825,Bannerghatta,3,1776.0,3.0,150.0,3,8445.945945945947
826,Bannerghatta Road,1,500.0,1.0,18.5,1,3700.0
827,Bannerghatta Road,2,1050.0,2.0,65.0,2,6190.476190476191
828,Bannerghatta Road,3,1170.0,2.0,66.0,3,5641.025641025641
829,Bannerghatta Road,1,595.0,1.0,33.32,1,5600.0
830,Bannerghatta Road,3,1445.0,3.0,95.0,3,6574.39446366782
831,Bannerghatta Road,3,1640.0,2.0,120.0,3,7317.073170731707
833,Bannerghatta Road,3,1460.0,2.0,90.0,3,6164.3835616438355
835,Bannerghatta Road,2,1179.0,2.0,66.02,2,5599.660729431722
836,Bannerghatta Road,2,1122.5,2.0,58.935,2,5250.334075723831
837,Bannerghatta Road,2,793.0,2.0,45.0,2,5674.653215636822
839,Bannerghatta Road,2,1400.0,2.0,78.0,2,5571.428571428572
841,Bannerghatta Road,2,1215.0,2.0,50.0,2,4115.22633744856
842,Bannerghatta Road,3,1654.0,3.0,100.0,3,6045.949214026602
843,Bannerghatta Road,2,1181.0,2.0,55.0,2,4657.070279424217
845,Bannerghatta Road,2,1200.0,2.0,75.0,2,6250.0
847,Bannerghatta Road,1,595.0,1.0,31.83,1,5349.579831932773
848,Bannerghatta Road,2,1105.0,2.0,51.0,2,4615.384615384615
849,Bannerghatta Road,2,1255.0,2.0,65.26,2,5200.000000000001
851,Bannerghatta Road,3,1550.0,3.0,82.0,3,5290.322580645161
853,Bannerghatta Road,3,1650.0,3.0,122.0,3,7393.939393939394
854,Bannerghatta Road,2,912.0,2.0,55.0,2,6030.701754385965
855,Bannerghatta Road,2,1218.0,2.0,73.0,2,5993.431855500821
857,Bannerghatta Road,2,1115.0,2.0,65.12,2,5840.358744394619
859,Bannerghatta Road,3,1893.0,3.0,100.0,3,5282.620179609086
860,Bannerghatta Road,3,1600.0,3.0,95.0,3,5937.5
861,Bannerghatta Road,2,1275.0,2.0,65.0,2,5098.0392156862745
862,Bannerghatta Road,2,892.0,2.0,39.0,2,4372.197309417041
864,Bannerghatta Road,2,1260.0,2.0,70.0,2,5555.555555555556
866,Bannerghatta Road,2,1157.0,2.0,40.0,2,3457.216940363008
867,Bannerghatta Road,2,1150.0,2.0,65.0,2,5652.173913043478
869,Bannerghatta Road,2,1100.0,2.0,39.0,2,3545.4545454545455
871,Bannerghatta Road,3,1725.0,3.0,110.0,3,6376.811594202899
872,Bannerghatta Road,6,1850.0,6.0,150.0,6,8108.108108108108
874,Bannerghatta Road,2,950.0,2.0,38.0,2,4000.0
875,Bannerghatta Road,2,1220.0,2.0,80.0,2,6557.377049180328
876,Bannerghatta Road,2,1130.0,2.0,78.0,2,6902.654867256637
878,Bannerghatta Road,3,1486.0,3.0,83.22,3,5600.269179004038
880,Bannerghatta Road,2,1015.0,2.0,48.0,2,4729.064039408867
881,Bannerghatta Road,2,1115.0,2.0,61.0,2,5470.85201793722
882,Bannerghatta Road,2,1136.0,2.0,48.0,2,4225.352112676056
883,Bannerghatta Road,4,2700.0,4.0,260.0,4,9629.62962962963
884,Bannerghatta Road,3,1200.0,2.0,69.0,3,5750.0
885,Bannerghatta Road,3,1465.0,2.0,76.0,3,5187.713310580205
886,Bannerghatta Road,2,1302.5,2.0,67.73,2,5200.0
887,Bannerghatta Road,2,1200.0,2.0,65.0,2,5416.666666666667
888,Bannerghatta Road,2,1240.0,2.0,65.0,2,5241.935483870968
889,Bannerghatta Road,3,1476.0,3.0,125.0,3,8468.834688346884
891,Bannerghatta Road,3,1532.5,3.0,84.29,3,5500.163132137031
893,Bannerghatta Road,2,1268.0,2.0,69.0,2,5441.640378548896
894,Bannerghatta Road,3,1450.0,2.0,87.0,3,6000.0
895,Bannerghatta Road,4,2932.0,5.0,195.0,4,6650.75034106412
898,Bannerghatta Road,2,960.0,2.0,58.0,2,6041.666666666667
899,Bannerghatta Road,3,1750.0,3.0,130.0,3,7428.571428571428
900,Bannerghatta Road,2,1275.0,2.0,73.0,2,5725.490196078431
902,Bannerghatta Road,2,1240.0,2.0,71.0,2,5725.806451612903
904,Bannerghatta Road,2,1215.0,2.0,68.0,2,5596.707818930041
905,Bannerghatta Road,2,1215.0,2.0,68.0,2,5596.707818930041
906,Bannerghatta Road,3,1894.0,3.0,115.0,3,6071.805702217529
908,Bannerghatta Road,3,1693.0,3.0,89.0,3,5256.940342587123
909,Bannerghatta Road,2,1280.0,2.0,60.16,2,4700.0
911,Bannerghatta Road,1,630.0,1.0,35.0,1,5555.555555555556
912,Bannerghatta Road,2,1215.0,2.0,68.0,2,5596.707818930041
913,Bannerghatta Road,3,1365.0,3.0,76.18,3,5580.952380952382
914,Bannerghatta Road,2,1115.0,2.0,78.0,2,6995.5156950672645
915,Bannerghatta Road,3,1532.5,3.0,79.465,3,5185.318107667211
